Specification,ErpId,TaxRateCd,StorageModeName,,Unit,Name,BasicUnitCd,,SupplierName,Id,SupplierCd,Cd,ConversionNumerator,ConversionDenominator,TargetUnit,BackgroundClassificationId,ShowUnitName,BackgroundClassificationName,TaxRateName,,BasicUnitName,,SupplierId,SalesUnitName,SalesUnitCd
350g*60袋/件,161157,SL07_SYS,干货,,袋,久大绿色食品盐350g,4,,四川寒容达贸易有限公司,8f8f253b-cc1e-43ad-a578-6e4f27e782d1,207,240501169,1,1,4,2405,袋,调味品,3%增值税,,袋,,da1413ba-0221-4656-bfff-ec7dceaf47cd,袋,4
18个/件,152268,SL02_SYS,干货,,18个/件,2.0密胺灰底深圆盘25cm*7cm-18个,6,,四川煮饭自然馋贸易有限公司,819c2c2a-9247-4301-9ce0-38cd33c4934d,208,280300248,1,1,6,2803,件,餐具,13%增值税,,个,,5e30996b-ec2a-4410-a317-c64856a48b2e,18个/件,18个/件
500g*20袋/箱,115115,SL02_SYS,干货,,20袋/箱,蜀大侠川式卤料500g*20,4,,四川君乐天达贸易有限公司,7b136e71-b574-4771-a8f9-f4387fa48096,206,221000012,1,1,4,2210,箱,特色料膏,13%增值税,,袋,,2aa441fa-acb0-4636-9c7a-078884c96df3,20袋/箱,20袋/箱
23.4*23.4*1.3cm,163792,SL02_SYS,干货,,个,密胺贵妃牛肉盘配件3(流通版),6,,四川煮饭自然馋贸易有限公司,9580c918-4aaa-4b66-ad6f-819fe08988c9,208,280300275,1,1,6,2803,个,餐具,13%增值税,,个,,5e30996b-ec2a-4410-a317-c64856a48b2e,个,6
2XL,162948,SL07_SYS,干货,,套,2.0黑色刺绣服务员女2XL(上衣+裤子+围裙+包包),14,,四川寒容达贸易有限公司,81bc2f38-9464-444e-bd8c-ee756d33a3fc,207,280200507,1,1,14,2802,套,服装服饰,3%增值税,,套,,da1413ba-0221-4656-bfff-ec7dceaf47cd,套,14
200g*50袋/箱,114119,SL02_SYS,干货,,50袋/箱,吃城都藤椒油200g*50,4,,四川君乐天达贸易有限公司,a69ee702-2ba9-472c-9bf3-56729ab65ad1,206,220700005,1,1,4,2207,箱,藤椒料,13%增值税,,袋,,2aa441fa-acb0-4636-9c7a-078884c96df3,50袋/箱,50袋/箱
180g*50袋/箱,162093,SL02_SYS,干货,,50袋/箱,自然馋土豆宽粉180g*50,4,,四川煮饭自然馋贸易有限公司,91fd04fb-1b00-4f51-974a-10662b625405,208,200900283,1,1,4,2009,箱,素菜,13%增值税,,袋,,5e30996b-ec2a-4410-a317-c64856a48b2e,50袋/箱,50袋/箱
5.7kg/件,162043,SL07_SYS,冻货,,5.7千克/件,鸡架5.7kg,23,,四川寒容达贸易有限公司,89374d26-355b-4e64-aee4-0636f4cdeb06,207,200300613,1,1,23,2003,件,禽肉,3%增值税,,千克,,da1413ba-0221-4656-bfff-ec7dceaf47cd,5.7千克/件,5.7千克/件
24个/件,161720,SL02_SYS,干货,,个,得力A4资料册80页,6,,四川煮饭自然馋贸易有限公司,8fdccfd9-a189-4602-ab3f-a83704af420c,208,280600995,1,1,6,2806,个,办公用品,13%增值税,,个,,5e30996b-ec2a-4410-a317-c64856a48b2e,个,6
直径36cm/深度8.5CM,115515,SL07_SYS,干货,,口,龙头太极锅36cm*8.5cm,10,,四川群蓉达贸易有限公司,81f39e54-9f92-4915-bec8-e9c032cc7307,201,270500042,1,1,10,2705,口,工器炉具,3%增值税,,口,,d2092eb5-1736-4cd7-85b3-43a379b38ff1,口,10
中间脚踏规格：72*57*104cm;容积：240L,161714,SL02_SYS,干货,,个,240L垃圾桶-餐厨垃圾,6,,四川煮饭自然馋贸易有限公司,7b7de147-1e07-42b9-a324-fd9dbc0772da,208,240600989,1,1,6,2804,个,易耗用品,13%增值税,,个,,5e30996b-ec2a-4410-a317-c64856a48b2e,个,6
S,161149,SL07_SYS,干货,,套,小龙坎厨师服2017新冬装S（上衣+裤子）,14,,四川寒容达贸易有限公司,9598af89-c7d7-4244-9765-9b8fac783140,207,280201105,1,1,14,2802,套,服装服饰,3%增值税,,套,,da1413ba-0221-4656-bfff-ec7dceaf47cd,套,14
1.75kg*10袋/箱,115031,SL02_SYS,干货,,10袋/箱,蜀大侠牛油火锅底料1.75kg*10(大红锅流通版),4,,四川君乐天达贸易有限公司,81c7fa06-c6bf-4036-94ea-a5f6c56a7484,206,210100021,1,1,4,2101,箱,品牌方底料,13%增值税,,袋,,2aa441fa-acb0-4636-9c7a-078884c96df3,10袋/箱,10袋/箱
1kg*10袋/箱,115754,SL02_SYS,冻货,,10袋/箱,美好香菜猪肉丸(样品),4,,四川寒容达贸易有限公司,a6d59f53-78cb-4192-986f-d297a48bf643,207,200600051,1,1,4,2006,箱,丸滑,13%增值税,,袋,,da1413ba-0221-4656-bfff-ec7dceaf47cd,10袋/箱,10袋/箱
40个/扎，30扎/箱,114675,SL07_SYS,干货,,30扎/箱,33打包袋-1200个(统采),17,,四川寒容达贸易有限公司,923cc0f3-add3-4964-b728-9ff4584be80c,207,280400006,1,1,17,2804,箱,易耗用品,3%增值税,,扎,,da1413ba-0221-4656-bfff-ec7dceaf47cd,30扎/箱,30扎/箱
40个*96盒/箱,114959,SL07_SYS,干货,,48个/盒,得力混色办公夹19mm-40个(统采),6,,四川寒容达贸易有限公司,8adb5fd4-e761-4fa4-940c-620df1a11185,207,280600019,1,1,6,2806,盒,办公用品,3%增值税,,个,,da1413ba-0221-4656-bfff-ec7dceaf47cd,48个/盒,48个/盒
2500个/箱,114785,SL07_SYS,干货,,2500个/箱,冒大仙玉米淀粉袋(四色单印)30cm*50cm-2500个,6,,四川寒容达贸易有限公司,901f47d9-b0f9-4b25-9c5b-55ded3aef075,207,280400123,1,1,6,2804,箱,易耗用品,3%增值税,,个,,da1413ba-0221-4656-bfff-ec7dceaf47cd,2500个/箱,2500个/箱
800张/卷，100卷/件,161916,SL02_SYS,干货,,卷,得力三防热敏标签4cm*3cm-800张,9,,四川煮饭自然馋贸易有限公司,82ce9c9e-e4af-4b82-a3ee-fe8b188ad14a,208,280600737,1,1,9,2806,卷,办公用品,13%增值税,,卷,,5e30996b-ec2a-4410-a317-c64856a48b2e,卷,9
180g*60袋/箱,115792,SL02_SYS,干货,,60袋/箱,剑蜀土豆宽粉180g*60,4,,四川煮饭自然馋贸易有限公司,7c3db833-c58c-4352-8cf4-7da7457349d3,208,200900018,1,1,4,2009,箱,素菜,13%增值税,,袋,,5e30996b-ec2a-4410-a317-c64856a48b2e,60袋/箱,60袋/箱
M,114347,SL07_SYS,干货,,件,2021年易园侠客风男士夏装短袖M(整套),21,,四川寒容达贸易有限公司,969853c6-f971-4f9d-89d5-54c45c63663a,207,280200027,1,1,21,2802,件,服装服饰,3%增值税,,件,,da1413ba-0221-4656-bfff-ec7dceaf47cd,件,21
XL,114401,SL07_SYS,干货,,件,吃城都前厅纯棉圆领大板型黑色短袖XL,21,,四川寒容达贸易有限公司,825c43a8-d394-4961-a658-81c8d796a424,207,280200081,1,1,21,2802,件,服装服饰,3%增值税,,件,,da1413ba-0221-4656-bfff-ec7dceaf47cd,件,21
S,163832,SL02_SYS,干货,,件,2.0小龙坎红色烫金T恤S,21,,四川煮饭自然馋贸易有限公司,a6f237d8-8eef-45b8-a529-7d28c76aa6d3,208,280201233,1,1,21,2802,件,服装服饰,13%增值税,,件,,5e30996b-ec2a-4410-a317-c64856a48b2e,件,21
小号,115411,SL07_SYS,干货,,个,蜀大侠备餐柜小号(新款),6,,四川群蓉达贸易有限公司,92a023fe-90cc-40a8-9d39-bcf4b00993c0,201,260100082,1,1,6,2601,个,定制软装,3%增值税,,个,,d2092eb5-1736-4cd7-85b3-43a379b38ff1,个,6
白色/蓝色;外型：35*27*13cm;内型：32*24*12mm,114309,SL07_SYS,干货,,个,周转箱35cm*27cm*13cm(统采),6,,四川寒容达贸易有限公司,8b3da7cc-f3b4-4d13-9730-62fc00e923c9,207,280100159,1,1,6,2801,个,餐厨用具,3%增值税,,个,,da1413ba-0221-4656-bfff-ec7dceaf47cd,个,6
 ,114291,SL07_SYS,干货,,个,塑料圆托盘(统采),6,,四川寒容达贸易有限公司,90667421-dd89-432d-b981-fdb901a6d267,207,280100132,1,1,6,2801,个,餐厨用具,3%增值税,,个,,da1413ba-0221-4656-bfff-ec7dceaf47cd,个,6
L,150003,SL07_SYS,干货,,件,2.0红色烫金卫衣l,21,,四川寒容达贸易有限公司,8307c0be-be06-4906-85af-7c1aada5fc86,207,280200275,1,1,21,2802,件,服装服饰,3%增值税,,件,,da1413ba-0221-4656-bfff-ec7dceaf47cd,件,21
 ,161898,SL02_SYS,干货,,个,对讲机（含耳机）,6,,四川煮饭自然馋贸易有限公司,7cb5d127-2311-4ff4-aaff-331399de7fc4,208,280600759,1,1,6,2806,个,办公用品,13%增值税,,个,,5e30996b-ec2a-4410-a317-c64856a48b2e,个,6
4XL,161509,SL07_SYS,干货,,件,2.0小龙坎服务员黑色裤子冬4XL,21,,四川寒容达贸易有限公司,971470f8-3fbe-4118-adf0-c600dde93f06,207,280200249,1,1,21,2802,件,服装服饰,3%增值税,,件,,da1413ba-0221-4656-bfff-ec7dceaf47cd,件,21
150g*50袋/件,149720,SL63_SYS,冻货,,50袋/件,八奇牛火锅牛排150g*50,4,,四川煮饭自然馋贸易有限公司,82bd4eb4-871b-49cd-9a2d-935fca559b83,208,200100581,1,1,4,2001,件,牛肉,9%增值税,,袋,,5e30996b-ec2a-4410-a317-c64856a48b2e,50袋/件,50袋/件
直径140cm,115376,SL07_SYS,干货,,张,大侠-火锅圆桌1400(常规款),18,,四川群蓉达贸易有限公司,a7a8c624-bf89-48a0-84b7-f1414a8833f9,201,260100047,1,1,18,2601,张,定制软装,3%增值税,,张,,d2092eb5-1736-4cd7-85b3-43a379b38ff1,张,18
1kg*10袋/箱,115098,SL02_SYS,干货,,10袋/箱,冒大仙大骨浓汤膏1kg*10,4,,四川君乐天达贸易有限公司,9379843b-cdea-4b03-9c35-55d3a69322c7,206,220500001,1,1,4,2205,箱,骨汤膏,13%增值税,,袋,,2aa441fa-acb0-4636-9c7a-078884c96df3,10袋/箱,10袋/箱
1.4kg*14袋/箱,115029,SL02_SYS,干货,,14袋/箱,蜀大侠牛油火锅底料1.4kg*14(锅中锅流通版),4,,四川君乐天达贸易有限公司,8bb4d5c8-85e5-46b1-8442-586078b89f66,206,210100019,1,1,4,2101,箱,品牌方底料,13%增值税,,袋,,2aa441fa-acb0-4636-9c7a-078884c96df3,14袋/箱,14袋/箱
2XL,150017,SL07_SYS,干货,,件,2.0小龙坎红色白印花T恤2XL,21,,四川寒容达贸易有限公司,929e85a0-10b2-43a0-a57d-77c67ec739ab,207,280200360,1,1,21,2802,件,服装服饰,3%增值税,,件,,da1413ba-0221-4656-bfff-ec7dceaf47cd,件,21
抄码,165734,SL07_SYS,冷藏,,千克,鲜吊龙-抄码(小龙翻专用),23,,四川寒容达贸易有限公司,8328a848-f573-4665-8237-b4a64bb4571d,207,200100270,1,1,23,2001,千克,牛肉,3%增值税,,千克,,da1413ba-0221-4656-bfff-ec7dceaf47cd,千克,23
直径1.5m,161089,SL07_SYS,干货,,个,全石材雕花圆桌1.5m,6,,四川寒容达贸易有限公司,7ce6c336-2c3c-4426-98e4-9656a9912879,207,260100319,1,1,6,2601,个,定制软装,3%增值税,,个,,da1413ba-0221-4656-bfff-ec7dceaf47cd,个,6
 ,161860,SL02_SYS,干货,,个,美丽雅双排轮胶棉拖,6,,四川煮饭自然馋贸易有限公司,97806a02-9eb1-4f86-aa24-00dafd51a291,208,240600801,1,1,6,2804,个,易耗用品,13%增值税,,个,,5e30996b-ec2a-4410-a317-c64856a48b2e,个,6
XL,114441,SL07_SYS,干货,,套,蜀大侠厨师工作服(夏装)(含围裙) XL,14,,四川寒容达贸易有限公司,82cf49a8-baec-4aea-b193-b3cf3f62d48b,207,280200120,1,1,14,2802,套,服装服饰,3%增值税,,套,,da1413ba-0221-4656-bfff-ec7dceaf47cd,套,14
100个/扎,114790,SL07_SYS,干货,,100个/扎,尼龙真空袋32cm*22cm-100个,6,,四川寒容达贸易有限公司,a8692872-10ee-45d3-8da9-a53e61efd3bf,207,280400127,1,1,6,2804,扎,易耗用品,3%增值税,,个,,da1413ba-0221-4656-bfff-ec7dceaf47cd,100个/扎,100个/扎
2.5kg*4袋/箱,161453,SL02_SYS,干货,,4袋/箱,郡肝腌粉2.5kg*4,4,,四川君乐天达贸易有限公司,93ef6de7-c718-4963-b8b8-107077f16f46,206,230400280,1,1,4,2304,箱,腌制料,13%增值税,,袋,,2aa441fa-acb0-4636-9c7a-078884c96df3,4袋/箱,4袋/箱
0cm,161598,SL02_SYS,干货,,个,排拖60cm,6,,四川煮饭自然馋贸易有限公司,8bd2d8e8-4ecc-472e-ab2f-b110bfde5362,208,280401173,1,1,6,2804,个,易耗用品,13%增值税,,个,,5e30996b-ec2a-4410-a317-c64856a48b2e,个,6
3XL,161405,SL07_SYS,干货,,件,醉码头服务员短袖T恤-3XL,21,,四川寒容达贸易有限公司,92f6b47b-fede-4e46-a712-5796c7cc809e,207,280200375,1,1,21,2802,件,服装服饰,3%增值税,,件,,da1413ba-0221-4656-bfff-ec7dceaf47cd,件,21
1kg/瓶,161458,SL02_SYS,冻货,,瓶,浦元家冷冻杨梅汁1kg,11,,四川君乐天达贸易有限公司,836d234d-2749-45a6-be9b-12df71027fcf,206,250300195,1,1,11,2503,瓶,饮品原料,13%增值税,,瓶,,2aa441fa-acb0-4636-9c7a-078884c96df3,瓶,11
1L/瓶,115296,SL02_SYS,干货,,瓶,所食鲜经典椰浆1L,11,,四川君乐天达贸易有限公司,7db8bee0-b07e-40e7-926e-8a3824233b75,206,250300049,1,1,11,2503,瓶,饮品原料,13%增值税,,瓶,,2aa441fa-acb0-4636-9c7a-078884c96df3,瓶,11
40卷/盒,114833,SL07_SYS,干货,,40卷/盒,蚊香40/卷(统采),9,,四川寒容达贸易有限公司,98b4b340-009d-4a1b-8179-cf209fdce5b2,207,280400180,1,1,9,2804,盒,易耗用品,3%增值税,,卷,,da1413ba-0221-4656-bfff-ec7dceaf47cd,40卷/盒,40卷/盒
560g*40袋/箱,115108,SL63_SYS,干货,,40袋/箱,吃城都麻辣鱼火锅底料(鸳鸯锅)560g*40,4,,四川君乐天达贸易有限公司,831fc3c8-b26f-4a14-b5d6-28025e1a8594,206,221000002,1,1,4,2210,箱,特色料膏,9%增值税,,袋,,2aa441fa-acb0-4636-9c7a-078884c96df3,40袋/箱,40袋/箱
1kg*12袋/箱,115839,SL02_SYS,冻货,,12袋/箱,红烧肥肠1kg*12,4,,四川煮饭自然馋贸易有限公司,a8865f4f-3147-43e8-a6de-91beadd5da37,208,201100022,1,1,4,2011,箱,小吃,13%增值税,,袋,,5e30996b-ec2a-4410-a317-c64856a48b2e,12袋/箱,12袋/箱
420g/瓶,161259,SL02_SYS,干货,,瓶,顶好芝麻酱420g,11,,四川寒容达贸易有限公司,9423b7d0-c21a-424d-8e39-7a8266b2c43c,207,230100562,1,1,11,2301,瓶,酱料,13%增值税,,瓶,,da1413ba-0221-4656-bfff-ec7dceaf47cd,瓶,11
3个,114884,SL07_SYS,干货,,3个/套,塑料挂钩-3个(统采),6,,四川寒容达贸易有限公司,8c04c691-b7ca-4587-84ac-5c9d2008fa4c,207,280400239,1,1,6,2804,套,易耗用品,3%增值税,,个,,da1413ba-0221-4656-bfff-ec7dceaf47cd,3个/套,3个/套
50*55*70cm,115353,SL07_SYS,干货,,张,大侠-大厅椅500*550*700,18,,四川群蓉达贸易有限公司,939dbd85-1e17-4603-8f78-842d9a97e66d,201,260100024,1,1,18,2601,张,定制软装,3%增值税,,张,,d2092eb5-1736-4cd7-85b3-43a379b38ff1,张,18
1kg/袋,115264,SL02_SYS,干货,,袋,寒天晶球1kg,4,,四川君乐天达贸易有限公司,83dd3062-64da-408f-bc92-8fd20d6c0b6e,206,250300014,1,1,4,2503,袋,饮品原料,13%增值税,,袋,,2aa441fa-acb0-4636-9c7a-078884c96df3,袋,4
500g/袋,161349,SL07_SYS,干货,,袋,砂仁500g,4,,四川寒容达贸易有限公司,7e33b015-1f9c-4c7b-999c-375908ae6b7e,207,240600472,1,1,4,2406,袋,干杂,3%增值税,,袋,,da1413ba-0221-4656-bfff-ec7dceaf47cd,袋,4
28片*24袋/箱,114079,SL07_SYS,干货,,24袋/箱,海藻魔芋片400g*24,4,,四川寒容达贸易有限公司,9a7cc7af-cfe8-4c0a-9582-504f6b021763,207,200900016,1,1,4,2009,箱,素菜,3%增值税,,袋,,da1413ba-0221-4656-bfff-ec7dceaf47cd,24袋/箱,24袋/箱
5kg/桶,149732,SL02_SYS,干货,,桶,浓香鸡油5kg,16,,四川煮饭自然馋贸易有限公司,83437298-68d4-41a3-b83c-d046e10cd48a,208,240400403,1,1,16,2404,桶,米面粮油,13%增值税,,桶,,5e30996b-ec2a-4410-a317-c64856a48b2e,桶,16
11寸,114611,SL07_SYS,干货,,个,蓝边密胺盘11寸,6,,四川寒容达贸易有限公司,a887733d-64e6-4172-a159-919c39bd77eb,207,280300118,1,1,6,2803,个,餐具,3%增值税,,个,,da1413ba-0221-4656-bfff-ec7dceaf47cd,个,6
18cm(200个/箱),114586,SL07_SYS,干货,,个,吃城都搪瓷圆盘18cm-1.0,6,,四川寒容达贸易有限公司,94454958-8144-41c2-a450-85f9f1b7a9e6,207,280300078,1,1,6,2803,个,餐具,3%增值税,,个,,da1413ba-0221-4656-bfff-ec7dceaf47cd,个,6
400套/箱,114729,SL07_SYS,干货,,400套/箱,肥牛包装盒UT16-11A(400套),14,,四川寒容达贸易有限公司,8d372831-23c8-4bed-a135-4c2832b817e6,207,280400073,1,1,14,2804,箱,易耗用品,3%增值税,,套,,da1413ba-0221-4656-bfff-ec7dceaf47cd,400套/箱,400套/箱
36cm,115495,SL07_SYS,干货,,口,大侠-全铜鸳鸯锅36cm,10,,四川群蓉达贸易有限公司,94315dec-cb84-4b15-ba43-7ef00226ff53,201,270500020,1,1,10,2705,口,工器炉具,3%增值税,,口,,d2092eb5-1736-4cd7-85b3-43a379b38ff1,口,10
200g*80袋/箱,115856,SL02_SYS,冻货,,80袋/箱,芽菜扣肉200g*80,4,,四川煮饭自然馋贸易有限公司,8425ffcb-51b9-4e75-8b70-37e6d7c0c070,208,201100041,1,1,4,2011,箱,小吃,13%增值税,,袋,,5e30996b-ec2a-4410-a317-c64856a48b2e,80袋/箱,80袋/箱
1.2kg/瓶,115268,SL02_SYS,干货,,瓶,金桔柠檬汁1.2kg,11,,四川君乐天达贸易有限公司,7ef645d1-b58a-4c56-91d9-2f401c6ef5e9,206,250300018,1,1,11,2503,瓶,饮品原料,13%增值税,,瓶,,2aa441fa-acb0-4636-9c7a-078884c96df3,瓶,11
1000根/包,161995,SL02_SYS,干货,,1000根/包,大包牙签,28,,四川煮饭自然馋贸易有限公司,8347fedc-ccda-4b66-a175-3b01256d9e4a,208,280400649,1,1,28,2804,包,易耗用品,13%增值税,,根,,5e30996b-ec2a-4410-a317-c64856a48b2e,1000根/包,1000根/包
56*24cm,161492,SL02_SYS,干货,,个,水瓶灯56cm*24cm,6,,四川煮饭自然馋贸易有限公司,a98dcfab-01a4-4e7d-966c-6a9f33a27123,208,260100283,1,1,6,2601,个,定制软装,13%增值税,,个,,5e30996b-ec2a-4410-a317-c64856a48b2e,个,6
120*120cm,115436,SL07_SYS,干货,,张,蜀大侠火锅桌面_4,18,,四川群蓉达贸易有限公司,9561dde0-c5fc-46e5-be97-02e1e1150ff1,201,260100106,1,1,18,2601,张,定制软装,3%增值税,,张,,d2092eb5-1736-4cd7-85b3-43a379b38ff1,张,18
39码高度38cm,161847,SL02_SYS,干货,,双,思捷美雨鞋黑色39码,12,,四川煮饭自然馋贸易有限公司,8d8101b4-8d07-4cb3-a20b-89af75265d09,208,280200828,1,1,12,2802,双,服装服饰,13%增值税,,双,,5e30996b-ec2a-4410-a317-c64856a48b2e,双,12
M,150009,SL07_SYS,干货,,件,小龙坎迎宾服夏装M,21,,四川寒容达贸易有限公司,9433e76b-2565-4a6d-a2e6-0b71b8c87348,207,280200342,1,1,21,2802,件,服装服饰,3%增值税,,件,,da1413ba-0221-4656-bfff-ec7dceaf47cd,件,21
500g*20袋/箱,161136,SL07_SYS,干货,,20袋/箱,左四吹汤料调味粉500g*20,4,,四川寒容达贸易有限公司,843aff3f-8368-4bc3-bf59-480e569dbfaf,207,230300275,1,1,4,2303,箱,调味粉,3%增值税,,袋,,da1413ba-0221-4656-bfff-ec7dceaf47cd,20袋/箱,20袋/箱
250根/扎,114789,SL07_SYS,干货,,250根/扎,尼龙扎带25cm-250根(统采),28,,四川寒容达贸易有限公司,7f5838f5-46f4-4f69-beeb-6585fbdf2be8,207,280400126,1,1,28,2804,扎,易耗用品,3%增值税,,根,,da1413ba-0221-4656-bfff-ec7dceaf47cd,250根/扎,250根/扎
 ,161112,SL07_SYS,干货,,平方,标识牌：客官洗手间在前方,37,,四川寒容达贸易有限公司,9b744aff-2ff7-4b3e-b9eb-263ef0c8ba50,207,260100300,1,1,37,2601,平方,定制软装,3%增值税,,平方,,da1413ba-0221-4656-bfff-ec7dceaf47cd,平方,37
M,162944,SL07_SYS,干货,,套,2.0黑色刺绣服务员女M(上衣+裤子+围裙+包包),14,,四川寒容达贸易有限公司,83c9c24c-57b0-4d9f-9bec-f8d4501b97d1,207,280200494,1,1,14,2802,套,服装服饰,3%增值税,,套,,da1413ba-0221-4656-bfff-ec7dceaf47cd,套,14
"长21cm,宽4.8cm",114669,SL07_SYS,干货,,个,不锈钢黄金甜品勺,6,,四川寒容达贸易有限公司,aabd06a9-4708-409a-b076-2e3e1b6ead2e,207,280300242,1,1,6,2803,个,餐具,3%增值税,,个,,da1413ba-0221-4656-bfff-ec7dceaf47cd,个,6
8钩,114695,SL07_SYS,干货,,个,不锈钢8排挂钩(统采),6,,四川寒容达贸易有限公司,95d24b57-2ae6-4d54-a78c-8dfa56013472,207,280400026,1,1,6,2804,个,易耗用品,3%增值税,,个,,da1413ba-0221-4656-bfff-ec7dceaf47cd,个,6
红色,161191,SL07_SYS,干货,,条,汗巾（红色）,15,,四川寒容达贸易有限公司,8e3673b5-1424-47d6-91f7-692fced28e78,207,280401043,1,1,15,2804,条,易耗用品,3%增值税,,条,,da1413ba-0221-4656-bfff-ec7dceaf47cd,条,15
500g*45袋/桶,115051,SL02_SYS,干货,,45袋/桶,探川冒菜盖面红油500g*45,4,,四川君乐天达贸易有限公司,94d543d0-edb3-496c-8f1c-5fd1f4b9a1a0,206,220100006,1,1,4,2201,桶,牛油底料,13%增值税,,袋,,2aa441fa-acb0-4636-9c7a-078884c96df3,45袋/桶,45袋/桶
1kg*20袋/箱,115104,SL02_SYS,干货,,20袋/箱,李白滇酸辣金汤1kg*20,4,,四川君乐天达贸易有限公司,847ab7ce-0cbe-4ef6-b786-7116330fdd98,206,220800002,1,1,4,2208,箱,泰式料,13%增值税,,袋,,2aa441fa-acb0-4636-9c7a-078884c96df3,20袋/箱,20袋/箱
72个/箱,166310,SL02_SYS,干货,,72个/箱,密胺尖底米饭碗2.0(迭代版)-72个,6,,四川煮饭自然馋贸易有限公司,80a54718-3847-4fdb-9023-31d377b58139,208,280300306,1,1,6,2803,箱,餐具,13%增值税,,个,,5e30996b-ec2a-4410-a317-c64856a48b2e,72个/箱,72个/箱
XL,114379,SL07_SYS,干货,,件,吃城都冬装卫衣(鱼火锅)-XL,21,,四川寒容达贸易有限公司,9b85f60a-d00f-4d88-9cf3-7586f683120b,207,280200059,1,1,21,2802,件,服装服饰,3%增值税,,件,,da1413ba-0221-4656-bfff-ec7dceaf47cd,件,21
80本/件,161868,SL02_SYS,干货,,本,黑色笔记本,3,,四川煮饭自然馋贸易有限公司,84efade6-e4de-44b9-855a-8a33ab54460c,208,280600769,1,1,3,2806,本,办公用品,13%增值税,,本,,5e30996b-ec2a-4410-a317-c64856a48b2e,本,3
20cm,161161,SL07_SYS,冻货,,个,单柄汤汁锅20cm,6,,四川寒容达贸易有限公司,ab2ea561-f1a5-400c-b3aa-53b31a23e8ec,207,280101055,1,1,6,2705,个,工器炉具,3%增值税,,个,,da1413ba-0221-4656-bfff-ec7dceaf47cd,个,6
抄码,163484,SL07_SYS,干货,,千克,花甲-抄码,23,,四川寒容达贸易有限公司,95d926e8-c691-481a-8abb-18804ab2560a,207,200700042,1,1,23,2007,千克,江河湖海,3%增值税,,千克,,da1413ba-0221-4656-bfff-ec7dceaf47cd,千克,23
L,162939,SL07_SYS,干货,,套,2.0灰色刺绣服务员男L(上衣+裤子+围裙+包包),14,,四川寒容达贸易有限公司,8eed9e33-cdc9-433c-bce4-41ae6036af4c,207,280200466,1,1,14,2802,套,服装服饰,3%增值税,,套,,da1413ba-0221-4656-bfff-ec7dceaf47cd,套,14
10支*10把*10袋/箱,115865,SL63_SYS,冻货,,10袋/箱,自然馋把把串-鸭舌(1000支),4,,四川煮饭自然馋贸易有限公司,953f012e-843d-4ff4-a673-27a04a2985e8,208,201100054,1,1,4,2011,箱,小吃,9%增值税,,袋,,5e30996b-ec2a-4410-a317-c64856a48b2e,10袋/箱,10袋/箱
 ,115328,SL02_SYS,干货,,个,锅圈(电磁炉专用),6,,四川君乐天达贸易有限公司,84d8ff69-a64b-4b20-aabf-cf30029050ab,206,280700024,1,1,6,2807,个,五金杂件,13%增值税,,个,,2aa441fa-acb0-4636-9c7a-078884c96df3,个,6
 ,161154,SL07_SYS,干货,,根,小龙坎皮围裙,28,,四川寒容达贸易有限公司,80e8d42a-5f8f-4345-b4e6-f531ccafc747,207,280201110,1,1,28,2802,根,服装服饰,3%增值税,,根,,da1413ba-0221-4656-bfff-ec7dceaf47cd,根,28
7.9*16.6*4.2cm(72/箱),115961,SL02_SYS,干货,,个,蜀大侠上上签盅(密胺),6,,四川煮饭自然馋贸易有限公司,9c923db8-c316-4888-a801-b90b6157cef4,208,280300156,1,1,6,2803,个,餐具,13%增值税,,个,,5e30996b-ec2a-4410-a317-c64856a48b2e,个,6
6卷/箱,116017,SL02_SYS,干货,,6卷/箱,索玛PE保鲜膜(45cm*500m),9,,四川煮饭自然馋贸易有限公司,8517840a-6ef0-40e9-8cef-b036036d79a1,208,280400172,1,1,9,2804,箱,易耗用品,13%增值税,,卷,,5e30996b-ec2a-4410-a317-c64856a48b2e,6卷/箱,6卷/箱
36个/件,152269,SL02_SYS,干货,,36个/件,2.0密胺灰底浅圆盘21cm*4.35cm-36个,6,,四川煮饭自然馋贸易有限公司,ac4ff9b0-f40c-4901-bab5-bf56a5178540,208,280300249,1,1,6,2803,件,餐具,13%增值税,,个,,5e30996b-ec2a-4410-a317-c64856a48b2e,36个/件,36个/件
1kg*10袋/箱,115831,SL02_SYS,冻货,,10袋/箱,粉蒸牛肉1kg*10,4,,四川煮饭自然馋贸易有限公司,95e84a59-9733-4560-97c8-a2ec789eeb17,208,201100003,1,1,4,2011,箱,小吃,13%增值税,,袋,,5e30996b-ec2a-4410-a317-c64856a48b2e,10袋/箱,10袋/箱
2.5kg*6袋/件,161271,SL07_SYS,干货,,6袋/件,薄荷棍2.5kg*6,4,,四川寒容达贸易有限公司,8ef25d4b-1afb-45fd-b493-57935e2d65bb,207,201100578,1,1,4,2011,件,小吃,3%增值税,,袋,,da1413ba-0221-4656-bfff-ec7dceaf47cd,6袋/件,6袋/件
直径1.6m,161090,SL07_SYS,干货,,个,全石材雕花圆桌1.6m,6,,四川寒容达贸易有限公司,95c2c6a1-5faf-44ed-8a04-7a3a5240b192,207,260100320,1,1,6,2601,个,定制软装,3%增值税,,个,,da1413ba-0221-4656-bfff-ec7dceaf47cd,个,6
